"Trans #"	"Date"	"Cleared"	"Name"	"Memo"	"Account"	"Debit"	"Credit"
			"UW Health Clinic"	"Esther Clinic charges"	"Expenses:Medical:Other"	7.68	
1,133	09/25/2012			"Deposit"	"Assets:UW Checking"	51.50	
			"Ace Hardware"	"Ace Rebate"	"Expenses:Home:Tools"		24.50
			"Robert Carlsen"	"Church Reimbursement"	"Expenses:Bananas"		27.00
1,134	09/25/2012			"Deposit"	"Assets:UW Savings"	18.00	
			"Eliza Bradshaw"	"Babysitting Nora"	"Income:Uncategorized Income"		18.00
1,135	09/06/2012		"Robert Carlsen"	"Quarters for Laundry"	"Assets:UW Checking"		10.00
			"Robert Carlsen"	"Quarters for Laundry"	"Expenses:Housing:Utilities"	10.00	
1,136	07/27/2012	"*"	"Speedway"	"Subway sandwich"	"Assets:ISU Checking"		7.42
			"Speedway"	"Subway sandwich"	"Expenses:Consumables:Food"	7.42	
1,137	07/31/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,138	07/31/2012	"*"		"Interest"	"Assets:ISU Checking"	27.11	
				"Interest"	"Income:Interest Received"		27.11
1,139	07/31/2012			"Interest"	"Assets:ISU Savings"	0.21	
				"Interest"	"Income:Interest Received"		0.21
1,140	08/10/2012	"*"	"Charter Communications"		"Assets:ISU Checking"		36.91
			"Charter Communications"		"Expenses:Housing:Utilities"	36.91	
1,141	08/23/2012	"*"	"Brett Carlsen"	"Phones-September"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"Phones-September"	"Expenses:Housing:Utilities"	40.00	
1,142	08/13/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"	"electricity"	"Assets:ISU Checking"		84.23
			"Madison Expenses:Transportation:Gas & Electric"	"electricity"	"Expenses:Housing:Utilities"	84.23	
1,143	08/10/2012	"*"	"Texas Roadhouse"	"VOID: Anniversary Dinner"	"Assets:ISU Checking"	0.00	
			"Texas Roadhouse"	"Anniversary Dinner"	"Expenses:Bananas"	0.00	
1,144	08/22/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		27.64
			"Metcalfe's"		"Expenses:Consumables:Food"	27.64	
1,145	08/30/2012	"*"	"Copps"		"Assets:ISU Checking"		6.98
			"Copps"		"Expenses:Consumables:Food"	6.98	
1,146	08/30/2012		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,548.83	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	50.67	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"tithing"	"Liabilities:Accounts Payable"		155.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	155.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,147	08/31/2012	"*"		"Interest"	"Assets:ISU Checking"	27.18	
				"Interest"	"Income:Interest Received"		27.18
1,148	08/31/2012			"Interest"	"Assets:ISU Savings"	0.21	
				"Interest"	"Income:Interest Received"		0.21
1,149	09/12/2012	"*"	"Charter Communications"	"Internet"	"Assets:ISU Checking"		50.63
			"Charter Communications"	"Internet"	"Expenses:Housing:Utilities"	50.63	
1,150	09/13/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"	"Electricity"	"Assets:ISU Checking"		51.33
			"Madison Expenses:Transportation:Gas & Electric"	"Electricity"	"Expenses:Housing:Utilities"	51.33	
1,151	09/23/2012	"*"	"Brett Carlsen"	"Phones-October"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"Phones-October"	"Expenses:Housing:Utilities"	40.00	
1,152	09/06/2012	"*"	"Thomas McGilvra"	"September Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"September Rent"	"Expenses:Housing:Rent"	775.00	
1,153	09/30/2012		"Robert Carlsen"		"Income:Job Income"		2,499.85
			"Robert Carlsen"		"Assets:ISU Checking"	2,287.86	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	111.49	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"tithing"	"Liabilities:Accounts Payable"		229.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	229.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,154	09/04/2012	"*"	"Woodman's Market"	"Forgot purse used checkbook"	"Assets:ISU Checking"		71.33
			"Woodman's Market"	"Forgot purse used checkbook"	"Expenses:Consumables:Food"	71.33	
1,155	09/06/2012	"*"	"Walgreens"		"Assets:ISU Checking"		3.80
			"Walgreens"		"Expenses:Consumables:Food"	3.80	
1,156	09/07/2012	"*"	"Mary Moffat"	"Wheat from Sam's Club"	"Assets:ISU Checking"		155.00
			"Mary Moffat"	"Wheat from Sam's Club"	"Expenses:Consumables:Food"	155.00	
1,157	09/11/2012	"*"	"Idaho Expenses:Taxes:State University"	"Transcript"	"Assets:ISU Checking"		5.00
			"Idaho Expenses:Taxes:State University"	"Transcript"	"Expenses:Education:Other"	5.00	
1,158	09/11/2012	"*"	"Amazon.com"	"Bike Pump"	"Assets:ISU Checking"		31.99
			"Amazon.com"	"Bike Pump"	"Expenses:Home:Tools"	31.99	
1,159	09/13/2012	"*"	"JCPenney"	"Esther Swimsuit"	"Assets:ISU Checking"		15.82
			"JCPenney"	"Esther Swimsuit"	"Expenses:Home:Clothing"	15.82	
1,160	09/15/2012	"*"	"Amazon.com"	"Pumpkin screen"	"Assets:ISU Checking"		12.80
			"Amazon.com"	"Pumpkin Screen"	"Expenses:Housing:Other"	12.80	
1,161	09/15/2012	"*"	"Amazon.com"	"Bike Parts (tubing)"	"Assets:ISU Checking"		3.55
			"Amazon.com"	"Bike Parts (tubing)"	"Expenses:Home:Tools"	3.55	
1,162	09/17/2012	"*"	"Amazon.com"	"Bike Parts bleed fitting"	"Assets:ISU Checking"		6.53
			"Amazon.com"	"Bike Parts bleed fitting"	"Expenses:Home:Tools"	6.53	
1,163	09/21/2012	"*"	"Shutterfly"	"Christmas Cards"	"Assets:ISU Checking"		6.32
			"Shutterfly"	"Christmas Cards"	"Expenses:Bananas"	6.32	
1,164	09/29/2012	"*"	"Target"	"Nursery Snacks"	"Assets:ISU Checking"		32.90
			"Target"	"Nursery Snacks"	"Expenses:Uncategorized Expense"	32.90	
1,165	09/30/2012	"*"	"Wendy's"	"Temple Trip food"	"Assets:ISU Checking"		6.28
			"Wendy's"	"Temple Trip food"	"Expenses:Bananas"	6.28	
1,166	09/30/2012	"*"		"Interest"	"Assets:ISU Checking"	26.28	
				"Interest"	"Income:Interest Received"		26.28
1,167	09/30/2012			"Interest"	"Assets:ISU Savings"	0.20	
				"Interest"	"Income:Interest Received"		0.20
1,168	11/17/2012	"*"	"Target"		"Assets:ISU Checking"		12.45
			"Target"	"Baby Shower Gift - Natasha & Rashelle"	"Expenses:Bananas"	12.45	
1,169	10/20/2012	"*"	"Ace Hardware"		"Assets:ISU Checking"		10.53
			"Ace Hardware"	"Pruners (anvil and by pass"	"Expenses:Home:Tools"	10.53	
1,171	11/14/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		10.67
			"Metcalfe's"		"Expenses:Consumables:Food"	10.67	
1,172	10/11/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		115.98
			"Woodman's Market"		"Expenses:Consumables:Food"	95.00	
			"Woodman's Market"	"plastic wrap, bags, TP"	"Expenses:Consumables:Other"	20.98	
1,173	10/15/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		3.88
			"Metcalfe's"		"Expenses:Consumables:Food"	3.88	
1,174	10/12/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		25.02
			"Metcalfe's"	"diapers & wipes"	"Expenses:Consumables:Other"	25.02	
1,175	11/08/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		2.19
			"Metcalfe's"		"Expenses:Consumables:Food"	2.19	
1,176	11/10/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		1.40
			"Metcalfe's"		"Expenses:Consumables:Food"	1.40	
1,177	11/12/2012	"*"	"Metcalfe's"	"apple"	"Assets:ISU Checking"		0.67
			"Metcalfe's"	"apple"	"Expenses:Consumables:Food"	0.67	
1,178	11/08/2012	"*"	"Target"		"Assets:ISU Checking"		25.30
			"Target"	"Halloween Clearance"	"Expenses:Bananas"	4.50	
			"Target"	"Pads, baby wipes"	"Expenses:Consumables:Other"	20.80	
1,179	11/05/2012	"*"	"Walgreens"		"Assets:ISU Checking"		14.58
			"Walgreens"		"Expenses:Consumables:Other"	14.10	
			"Walgreens"	"Halloween Caramels"	"Expenses:Bananas"	0.48	
1,180	11/03/2012	"*"	"Target"	"Zac Blanket present"	"Assets:ISU Checking"		3.10
			"Target"	"Zac Blanket present"	"Expenses:Bananas"	3.10	
1,182	11/05/2012	"*"	"Copps"		"Assets:ISU Checking"		0.76
			"Copps"		"Expenses:Consumables:Food"	0.76	
1,183	11/10/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		3.02
			"Metcalfe's"	"Esther b-day fruit pizza"	"Expenses:Consumables:Food"	3.02	
1,184	11/08/2012	"*"	"Post Office"	"1 cent stamps"	"Assets:ISU Checking"		0.80
			"Post Office"	"1 cent stamps"	"Expenses:Consumables:Other"	0.80	
1,185	11/08/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		11.23
			"UW Health Clinic"		"Expenses:Medical:Other"	11.23	
1,186	10/18/2012	"*"	"Meriter"		"Assets:ISU Checking"		22.54
			"Meriter"	"ultrasound"	"Expenses:Medical:Other"	22.54	
1,187	10/11/2012	"*"	"Copps"		"Assets:ISU Checking"		9.32
			"Copps"	"Nyquil"	"Expenses:Medical:Other"	9.32	
1,188	10/27/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		24.86
			"UW Health Clinic"		"Expenses:Medical:Other"	24.86	
1,189	10/15/2012	"*"	"Copps"		"Assets:ISU Checking"		7.26
			"Copps"		"Expenses:Consumables:Food"	7.26	
1,190	10/19/2012	"*"	"Culver's"		"Assets:ISU Checking"		9.68
			"Culver's"		"Expenses:Bananas"	9.68	
1,191	10/26/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		17.25
			"Metcalfe's"		"Expenses:Consumables:Food"	11.25	
			"Metcalfe's"	"pacifiers"	"Expenses:Consumables:Other"	6.00	
1,192	10/19/2012	"*"	"Macy's"	"Esther shirt"	"Assets:ISU Checking"		2.10
			"Macy's"	"Esther shirt"	"Expenses:Home:Clothing"	2.10	
1,193	10/18/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		28.17
			"Woodman's Market"		"Expenses:Consumables:Food"	28.17	
1,194	10/26/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		22.19
			"Metcalfe's"	"formula and bottle"	"Expenses:Consumables:Other"	22.19	
1,195	11/01/2012	"*"	"Walgreens"		"Assets:ISU Checking"		4.98
			"Walgreens"	"milk"	"Expenses:Consumables:Food"	4.98	
1,196	10/10/2012	"*"	"Copps"		"Assets:ISU Checking"		3.48
			"Copps"		"Expenses:Consumables:Food"	3.48	
1,197	12/01/2012	"*"	"Meriter"	"ultrasound"	"Assets:ISU Checking"		22.54
			"Meriter"	"ultrasound"	"Expenses:Medical:Other"	22.54	
1,198	11/20/2012	"*"	"Metcalfe's"	"apple"	"Assets:ISU Checking"		0.63
			"Metcalfe's"	"apple"	"Expenses:Consumables:Food"	0.63	
1,199	11/21/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		142.15
			"Woodman's Market"	"chocolate, almond extract"	"Expenses:Bananas"	5.50	
			"Woodman's Market"	"diapers, tp, baggies"	"Expenses:Consumables:Other"	40.58	
			"Woodman's Market"		"Expenses:Consumables:Food"	96.07	
1,200	11/24/2012	"*"	"Walgreens"	"levothyroxine"	"Assets:ISU Checking"		5.00
			"Walgreens"	"levothyroxine Esther medication"	"Expenses:Medical:Other"	5.00	
1,201	12/01/2012	"*"	"Copps"		"Assets:ISU Checking"		24.21
			"Copps"	"Rob's Salomon Shoes"	"Expenses:Consumables:Food"	24.21	
1,202	11/27/2012	"*"	"Copps"		"Assets:ISU Checking"		4.40
			"Copps"		"Expenses:Consumables:Food"	4.40	
1,203	11/24/2012	"*"		"Deposit"	"Assets:ISU Checking"	6.17	
			"Metcalfe's"	"pacifiers return"	"Expenses:Consumables:Other"		6.17
1,204	11/27/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		0.67
			"Metcalfe's"		"Expenses:Consumables:Food"	0.67	
1,205	11/21/2012	"*"	"Aldi's"	"Post-Thanksgiving Feast"	"Assets:ISU Checking"		16.39
			"Aldi's"	"Post-Thanksgiving Feast"	"Expenses:Consumables:Food"	16.39	
1,206	10/29/2012			"Deposit"	"Assets:UW Checking"	22.90	
			"Church of Jesus Christ of Latter Day Sain"	"nursery snacks"	"Expenses:Consumables:Food"		22.90
1,207	09/25/2012			"Deposit"	"Assets:UW Checking"	15.94	
			"Church of Jesus Christ of Latter Day Sain"	"R.S. pie activity"	"Expenses:Consumables:Food"		15.94
1,208	10/19/2012	"*"	"Ebay"	" Rob's Salomon Shoes"	"Assets:ISU Checking"		31.45
			"Ebay"	"Rob"	"Expenses:Home:Clothing"	31.45	
1,209	11/11/2012	"*"	"Chase Bank"		"Assets:ISU Checking"		47.94
			"Chase Bank"		"Expenses:Transportation:Gas"	47.94	
1,210	12/11/2001	"*"	"Chase Bank"		"Assets:ISU Checking"		57.40
			"Chase Bank"		"Expenses:Transportation:Gas"	57.40	
1,211	11/22/2012	"*"	"Shell"		"Assets:ISU Checking"		53.59
			"Shell"		"Expenses:Transportation:Gas"	53.59	
1,212	10/31/2012		"Robert Carlsen"		"Income:Job Income"		2,499.85
			"Robert Carlsen"		"Assets:ISU Checking"	2,287.86	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	111.49	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"tithing"	"Liabilities:Accounts Payable"		229.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	229.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,214	11/30/2012		"Robert Carlsen"		"Income:Job Income"		2,499.85
			"Robert Carlsen"		"Assets:ISU Checking"	2,287.86	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	111.49	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"tithing"	"Liabilities:Accounts Payable"		229.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	229.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	100.50	
1,217	07/31/2010		"Brett Carlsen"	"may phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"may phones"	"Expenses:Housing:Utilities"	40.00	
1,218	09/30/2012		"Brett Carlsen"	"October phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"October phones"	"Expenses:Housing:Utilities"	40.00	
1,219	10/31/2012	"*"	"Brett Carlsen"	"November phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"November phones"	"Expenses:Housing:Utilities"	40.00	
1,220	10/06/2012	"*"	"Thomas McGilvra"	"October Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"October Rent"	"Expenses:Housing:Rent"	775.00	
1,221	11/06/2012	"*"	"Thomas McGilvra"	"November Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"November Rent"	"Expenses:Housing:Rent"	775.00	
1,222	12/06/2012	"*"	"Thomas McGilvra"	"December Rent"	"Assets:ISU Checking"		775.00
			"Thomas McGilvra"	"December Rent"	"Expenses:Housing:Rent"	775.00	
1,223	10/12/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		57.10
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	57.10	
1,224	11/13/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		41.82
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	41.82	
1,225	12/12/2012	"*"	"Madison Expenses:Transportation:Gas & Electric"		"Assets:ISU Checking"		41.33
			"Madison Expenses:Transportation:Gas & Electric"		"Expenses:Housing:Utilities"	41.33	
1,226	12/13/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		50.63
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	50.63	
1,227	10/13/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		50.63
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	50.63	
1,228	11/13/2012	"*"	"Charter Communications"	"internet"	"Assets:ISU Checking"		50.63
			"Charter Communications"	"internet"	"Expenses:Housing:Utilities"	50.63	
1,229	10/31/2012	"*"	"Coinbase"	"bitcoin for phones to dad"	"Assets:ISU Checking"		98.54
			"Coinbase"	"bitcoin for phones to dad"	"Expenses:Housing:Utilities"	98.54	
1,230	11/05/2012	"*"	"Coinbase"	"bitcoins for phones to dad"	"Assets:ISU Checking"		98.50
			"Coinbase"	"bitcoins for phones to dad"	"Expenses:Housing:Utilities"	98.50	
1,231	12/01/2012		"Church of Jesus Christ of Latter Day Sain"	"tithing misc and fast offerings"	"Liabilities:Accounts Payable"		99.85
			"Church of Jesus Christ of Latter Day Sain"	"tithing misc and fast offerings"	"Expenses:Donations:Tithing"	9.85	
			"Church of Jesus Christ of Latter Day Sain"	"fast offering"	"Expenses:Donations:Other"	90.00	
1,232	12/01/2012	"*"	"Church of Jesus Christ of Latter Day Sain"		"Assets:ISU Checking"		2,240.00
			"Church of Jesus Christ of Latter Day Sain"		"Liabilities:Accounts Payable"	2,240.00	
1,233	12/04/2012	"*"	"Copps"		"Assets:ISU Checking"		12.25
			"Copps"		"Expenses:Consumables:Food"	12.25	
1,234	12/01/2012	"*"	"Target"		"Assets:ISU Checking"		4.83
			"Target"	"Christmas Kisses and Pretzels"	"Expenses:Bananas"	4.83	
1,235	12/12/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		2.19
			"Metcalfe's"		"Expenses:Consumables:Food"	2.19	
1,236	12/17/2012	"*"	"Walgreens"		"Assets:ISU Checking"		26.27
			"Walgreens"	"Christmas photos"	"Expenses:Bananas"	21.27	
			"Walgreens"	"Esther Medication"	"Expenses:Medical:Other"	5.00	
1,237	01/05/2013		"Walgreens"		"Assets:ISU Checking"		12.34
			"Walgreens"	"Diapers"	"Expenses:Consumables:Other"	9.50	
			"Walgreens"	"Milk"	"Expenses:Consumables:Food"	2.84	
1,238	12/06/2012	"*"	"Woodman's Market"		"Assets:ISU Checking"		65.97
			"Woodman's Market"		"Expenses:Consumables:Food"	65.97	
1,239	12/07/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		5.01
			"Metcalfe's"		"Expenses:Consumables:Food"	2.29	
			"Metcalfe's"	"Donuts & Pudding"	"Expenses:Bananas"	2.72	
1,240	12/17/2012	"*"	"Copps"		"Assets:ISU Checking"		23.70
			"Copps"		"Expenses:Consumables:Food"	23.70	
1,241	12/10/2012	"*"	"Aldi's"		"Assets:ISU Checking"		21.01
			"Aldi's"		"Expenses:Consumables:Food"	21.01	
1,242	01/02/2013		"Papa Jay's"		"Assets:ISU Checking"		8.14
			"Papa Jay's"	"Jerkey Present for Smart's"	"Expenses:Bananas"	8.14	
1,243	01/02/2013		"Post Office"		"Assets:ISU Checking"		3.74
			"Post Office"	"Christmas Mail to mom and dad"	"Expenses:Bananas"	3.74	
1,244	12/14/2012	"*"	"St. Vincent de Paul"		"Assets:ISU Checking"		2.43
			"St. Vincent de Paul"	"Christmas Yarn"	"Expenses:Bananas"	2.43	
1,245	12/29/2012	"*"	"Big J's"		"Assets:ISU Checking"		10.78
			"Big J's"	"Big J's"	"Expenses:Bananas"	10.78	
1,246	12/04/2012	"*"	"Metcalfe's"		"Assets:ISU Checking"		3.22
			"Metcalfe's"		"Expenses:Consumables:Food"	3.22	
1,247	01/08/2013		"Metcalfe's"		"Assets:ISU Checking"		7.89
			"Metcalfe's"		"Expenses:Consumables:Food"	7.89	
1,249	01/11/2013		"Metcalfe's"		"Assets:ISU Checking"		5.89
			"Metcalfe's"		"Expenses:Consumables:Food"	5.89	
1,250	12/06/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		57.80
			"UW Health Clinic"	"Pre-natal appt."	"Expenses:Medical:Other"	57.80	
1,251	12/06/2012	"*"	"UW Health Clinic"		"Assets:ISU Checking"		25.80
			"UW Health Clinic"	"baby non-stress test 10-24"	"Expenses:Medical:Other"	25.80	
1,252	01/09/2013		"UW Health Clinic"		"Assets:ISU Checking"		9.12
			"UW Health Clinic"	"Gretyl foot check-up clinic expenses"	"Expenses:Medical:Other"	9.12	
1,253	01/09/2013		"UW Health Clinic"		"Assets:ISU Checking"		19.67
			"UW Health Clinic"	"Dr. Nemeth foot check for Gretyl"	"Expenses:Medical:Other"	19.67	
1,254	01/09/2013		"Meriter"		"Assets:ISU Checking"		150.29
			"Meriter"	"nursery"	"Expenses:Medical:Other"	150.29	
1,255	11/29/2012	"*"	"Capitol Tire and Services"	"Tire Rotation"	"Assets:ISU Checking"		14.77
			"Capitol Tire and Services"	"Tire Rotation"	"Expenses:Transportation:Maintenance"	14.77	
1,256	12/18/2012	"*"	"Associated Physicians"		"Assets:ISU Checking"		23.13
			"Associated Physicians"	"Zac well checks"	"Expenses:Medical:Other"	23.13	
1,257	12/18/2012			"Deposit"	"Assets:UW Checking"	326.50	
			"Debbie Young"	"Esther Income"	"Income:Job Income"		326.50
1,259	01/11/2013		"Chase Bank"		"Assets:ISU Checking"		7.76
			"Chase Bank"	"shell"	"Expenses:Transportation:Gas"	7.76	
1,260	10/24/2012	"*"	"US Postal Service"		"Assets:ISU Checking"		18.00
			"US Postal Service"	"Christmas Stamps"	"Expenses:Home:Office Supplies"	18.00	
1,261	10/29/2012	"*"	"Coinbase"		"Assets:ISU Checking"		0.50
			"Coinbase"		"Income:Uncategorized Income"	0.50	
1,262	10/29/2012	"*"		"Deposit"	"Assets:ISU Checking"	0.50	
			"Coinbase"	"Deposit"	"Income:Uncategorized Income"		0.32
			"Coinbase"	"Deposit"	"Income:Uncategorized Income"		0.18
1,264	10/31/2012	"*"		"Interest"	"Assets:ISU Checking"	27.27	
				"Interest"	"Income:Interest Received"		27.27
1,265	10/31/2012			"Interest"	"Assets:ISU Savings"	0.21	
				"Interest"	"Income:Interest Received"		0.21
1,266	04/14/2012		"Copps"		"Assets:UW Checking"		10.22
			"Copps"		"Expenses:Consumables:Food"	10.22	
1,267	04/02/2012		"Sheboyagan Community Gardens"	"garden plot fee"	"Assets:UW Checking"		5.00
			"Sheboyagan Community Gardens"	"garden plot fee"	"Expenses:Uncategorized Expense"	5.00	
1,268	04/19/2012			"Deposit"	"Assets:UW Checking"	4.14	
			"miscellaneous"	"nursery reimbursement"	"Expenses:Consumables:Food"		4.14
1,269	06/23/2012		"Home Storage Center"		"Assets:UW Checking"		26.80
			"Home Storage Center"	"oats and wheat"	"Expenses:Consumables:Food"	26.80	
1,270	06/12/2012			"Deposit"	"Assets:UW Checking"	46.43	
			"UW Health Clinic"	"double charge reimbursement"	"Expenses:Medical:Other"		46.43
1,271	12/18/2012		"Robert Carlsen"	"travel cash"	"Assets:UW Checking"		160.00
			"Robert Carlsen"	"travel cash"	"Expenses:Bananas"	160.00	
